关键词,日期,省份,城市,PC+移动端,PC端,移动端
阿莫西林,20230101-20231101,四川,资阳,17948,2860,15088
阿莫西林,20230101-20231101,四川,达州,24838,5064,19774
阿莫西林,20230101-20231101,四川,遂宁,21006,3613,17393
阿莫西林,20230101-20231101,四川,阿坝,9635,570,9065
阿莫西林,20230101-20231101,四川,雅安,15177,1895,13282
阿莫西林,20230101-20231101,天津,天津,91907,21217,70690
阿莫西林,20230101-20231101,宁夏,中卫,11815,924,10891
阿莫西林,20230101-20231101,宁夏,吴忠,16859,914,15945
阿莫西林,20230101-20231101,宁夏,固原,11600,517,11083
阿莫西林,20230101-20231101,宁夏,宁夏,44003,10492,33511
阿莫西林,20230101-20231101,宁夏,石嘴山,18237,1368,16869
阿莫西林,20230101-20231101,宁夏,银川,36305,9025,27280
阿莫西林,20230101-20231101,安徽,亳州,29714,4724,24990
阿莫西林,20230101-20231101,安徽,六安,27265,6020,21245
阿莫西林,20230101-20231101,安徽,合肥,89974,20405,69569
阿莫西林,20230101-20231101,安徽,安庆,28627,7442,21185
阿莫西林,20230101-20231101,安徽,安徽,159955,25521,134434
阿莫西林,20230101-20231101,安徽,宣城,26070,5933,20137
阿莫西林,20230101-20231101,安徽,宿州,30293,5296,24997
阿莫西林,20230101-20231101,安徽,巢湖,0,0,0
阿莫西林,20230101-20231101,安徽,池州,19051,3316,15735
阿莫西林,20230101-20231101,安徽,淮北,23159,4665,18494
阿莫西林,20230101-20231101,安徽,淮南,26427,6211,20216
阿莫西林,20230101-20231101,安徽,滁州,30660,8273,22387
阿莫西林,20230101-20231101,安徽,芜湖,34015,11289,22726
阿莫西林,20230101-20231101,安徽,蚌埠,32391,8694,23697
阿莫西林,20230101-20231101,安徽,铜陵,19467,3510,15957
阿莫西林,20230101-20231101,安徽,阜阳,32630,7645,24985
阿莫西林,20230101-20231101,安徽,马鞍山,29222,8936,20286
阿莫西林,20230101-20231101,安徽,黄山,23790,4126,19664
阿莫西林,20230101-20231101,山东,东营,30180,8886,21294
阿莫西林,20230101-20231101,山东,临沂,61212,16734,44478
阿莫西林,20230101-20231101,山东,威海,38113,13070,25043
阿莫西林,20230101-20231101,山东,山东,305801,39541,266260
阿莫西林,20230101-20231101,山东,德州,40705,10582,30123
阿莫西林,20230101-20231101,山东,日照,34164,10188,23976
阿莫西林,20230101-20231101,山东,枣庄,35794,9374,26420
阿莫西林,20230101-20231101,山东,泰安,39892,12542,27350
阿莫西林,20230101-20231101,山东,济南,93519,22215,71304
阿莫西林,20230101-20231101,山东,济宁,47996,13876,34120
阿莫西林,20230101-20231101,山东,淄博,51239,15892,35347
阿莫西林,20230101-20231101,山东,滨州,34901,8673,26228
阿莫西林,20230101-20231101,山东,潍坊,59799,16600,43199
阿莫西林,20230101-20231101,山东,烟台,61407,16916,44491
阿莫西林,20230101-20231101,山东,聊城,41827,11907,29920
阿莫西林,20230101-20231101,山东,莱芜,16031,686,15345
阿莫西林,20230101-20231101,山东,菏泽,42817,9929,32888
阿莫西林,20230101-20231101,山东,青岛,95824,21171,74653
阿莫西林,20230101-20231101,山西,临汾,29462,4883,24579
阿莫西林,20230101-20231101,山西,吕梁,24779,3324,21455
阿莫西林,20230101-20231101,山西,大同,29973,6873,23100
阿莫西林,20230101-20231101,山西,太原,66940,16448,50492
阿莫西林,20230101-20231101,山西,山西,124325,20172,104153
阿莫西林,20230101-20231101,山西,忻州,24389,3576,20813
阿莫西林,20230101-20231101,山西,晋中,30504,6002,24502
阿莫西林,20230101-20231101,山西,晋城,25358,3908,21450
阿莫西林,20230101-20231101,山西,朔州,19286,1887,17399
阿莫西林,20230101-20231101,山西,运城,32862,7258,25604
阿莫西林,20230101-20231101,山西,长治,31714,4436,27278
阿莫西林,20230101-20231101,山西,阳泉,22846,3328,19518
阿莫西林,20230101-20231101,广东,东莞,71160,19993,51167
阿莫西林,20230101-20231101,广东,中山,44060,14737,29323
阿莫西林,20230101-20231101,广东,云浮,21861,4073,17788
阿莫西林,20230101-20231101,广东,佛山,67432,19567,47865
阿莫西林,20230101-20231101,广东,广东,338454,60665,277789
阿莫西林,20230101-20231101,广东,广州,125151,31625,93526
阿莫西林,20230101-20231101,广东,惠州,46765,16473,30292
阿莫西林,20230101-20231101,广东,揭阳,35708,9001,26707
阿莫西林,20230101-20231101,广东,梅州,30406,8050,22356
阿莫西林,20230101-20231101,广东,汕头,47272,13301,33971
阿莫西林,20230101-20231101,广东,汕尾,26533,6126,20407
阿莫西林,20230101-20231101,广东,江门,34866,11571,23295
阿莫西林,20230101-20231101,广东,河源,27446,6358,21088
阿莫西林,20230101-20231101,广东,深圳,145637,33676,111961
阿莫西林,20230101-20231101,广东,清远,29300,8255,21045
阿莫西林,20230101-20231101,广东,湛江,35355,9645,25710
阿莫西林,20230101-20231101,广东,潮州,26912,6039,20873
阿莫西林,20230101-20231101,广东,珠海,40669,15905,24764
阿莫西林,20230101-20231101,广东,肇庆,29767,8411,21356
阿莫西林,20230101-20231101,广东,茂名,28919,7359,21560
阿莫西林,20230101-20231101,广东,阳江,23433,4144,19289
阿莫西林,20230101-20231101,广东,韶关,28410,7215,21195
阿莫西林,20230101-20231101,广西,北海,26971,6427,20544
阿莫西林,20230101-20231101,广西,南宁,73208,17987,55221
阿莫西林,20230101-20231101,广西,崇左,27682,5695,21987
阿莫西林,20230101-20231101,广西,广西,128738,22153,106585
阿莫西林,20230101-20231101,广西,来宾,19586,2754,16832
阿莫西林,20230101-20231101,广西,柳州,32802,9520,23282
阿莫西林,20230101-20231101,广西,桂林,36324,9782,26542
阿莫西林,20230101-20231101,广西,梧州,25320,4319,21001
阿莫西林,20230101-20231101,广西,河池,24045,4889,19156
阿莫西林,20230101-20231101,广西,玉林,29383,6589,22794
阿莫西林,20230101-20231101,广西,百色,25181,4885,20296
阿莫西林,20230101-20231101,广西,贵港,24315,4372,19943
阿莫西林,20230101-20231101,广西,贺州,20789,3625,17164
阿莫西林,20230101-20231101,广西,钦州,25535,5112,20423
阿莫西林,20230101-20231101,广西,防城港,18473,3045,15428
阿莫西林,20230101-20231101,新疆,乌鲁木齐,51515,12740,38775
阿莫西林,20230101-20231101,新疆,五家渠,2314,285,2029
阿莫西林,20230101-20231101,新疆,伊犁,22955,3104,19851
阿莫西林,20230101-20231101,新疆,克孜勒苏柯尔克孜,3728,686,3042
阿莫西林,20230101-20231101,新疆,克拉玛依,15130,2583,12547
阿莫西林,20230101-20231101,新疆,博尔塔拉,8105,399,7706
阿莫西林,20230101-20231101,新疆,吐鲁番,7075,401,6674
阿莫西林,20230101-20231101,新疆,和田,10775,513,10262
阿莫西林,20230101-20231101,新疆,哈密,14189,1026,13163
阿莫西林,20230101-20231101,新疆,喀什,19288,1887,17401
阿莫西林,20230101-20231101,新疆,图木舒克,1439,228,1211
阿莫西林,20230101-20231101,新疆,塔城,13959,1087,12872
阿莫西林,20230101-20231101,新疆,巴音郭楞,22426,3269,19157
阿莫西林,20230101-20231101,新疆,新疆,78917,17464,61453
阿莫西林,20230101-20231101,新疆,昌吉,22109,3269,18840
阿莫西林,20230101-20231101,新疆,石河子,16875,2237,14638
阿莫西林,20230101-20231101,新疆,阿克苏,18669,1443,17226
阿莫西林,20230101-20231101,新疆,阿勒泰,11334,572,10762
阿莫西林,20230101-20231101,新疆,阿拉尔,5122,924,4198
阿莫西林,20230101-20231101,江苏,南京,97483,24495,72988
阿莫西林,20230101-20231101,江苏,南通,50414,15340,35074
阿莫西林,20230101-20231101,江苏,宿迁,37360,10536,26824
阿莫西林,20230101-20231101,江苏,常州,48743,16388,32355
阿莫西林,20230101-20231101,江苏,徐州,57007,16806,40201
阿莫西林,20230101-20231101,江苏,扬州,42310,13888,28422
阿莫西林,20230101-20231101,江苏,无锡,66838,19200,47638
阿莫西林,20230101-20231101,江苏,江苏,286781,43081,243700
阿莫西林,20230101-20231101,江苏,泰州,37748,11360,26388
阿莫西林,20230101-20231101,江苏,淮安,39633,11932,27701
阿莫西林,20230101-20231101,江苏,盐城,39558,11500,28058
阿莫西林,20230101-20231101,江苏,苏州,94860,23079,71781
阿莫西林,20230101-20231101,江苏,连云港,39308,12093,27215
阿莫西林,20230101-20231101,江苏,镇江,35887,11852,24035
阿莫西林,20230101-20231101,江西,上饶,32869,8082,24787
阿莫西林,20230101-20231101,江西,九江,31551,8129,23422
阿莫西林,20230101-20231101,江西,南昌,71299,18254,53045
阿莫西林,20230101-20231101,江西,吉安,26340,5066,21274
阿莫西林,20230101-20231101,江西,宜春,30516,7298,23218
阿莫西林,20230101-20231101,江西,抚州,26257,4663,21594
阿莫西林,20230101-20231101,江西,新余,19093,3626,15467
阿莫西林,20230101-20231101,江西,景德镇,22036,3444,18592
阿莫西林,20230101-20231101,江西,江西,122275,21932,100343
阿莫西林,20230101-20231101,江西,萍乡,23341,4262,19079
阿莫西林,20230101-20231101,江西,赣州,45711,12460,33251
阿莫西林,20230101-20231101,江西,鹰潭,18294,2249,16045
阿莫西林,20230101-20231101,河北,保定,56801,15522,41279
阿莫西林,20230101-20231101,河北,唐山,53682,13407,40275
阿莫西林,20230101-20231101,河北,廊坊,48050,13921,34129
阿莫西林,20230101-20231101,河北,张家口,31173,6663,24510
阿莫西林,20230101-20231101,河北,承德,27502,5235,22267
阿莫西林,20230101-20231101,河北,沧州,39217,9558,29659
阿莫西林,20230101-20231101,河北,河北,221983,26464,195519
阿莫西林,20230101-20231101,河北,石家庄,100564,19789,80775
阿莫西林,20230101-20231101,河北,秦皇岛,35195,10358,24837
阿莫西林,20230101-20231101,河北,衡水,31071,7547,23524
阿莫西林,20230101-20231101,河北,邢台,39269,10057,29212
阿莫西林,20230101-20231101,河北,邯郸,46446,12198,34248
阿莫西林,20230101-20231101,河南,三门峡,24661,4350,20311
阿莫西林,20230101-20231101,河南,信阳,34162,7964,26198
阿莫西林,20230101-20231101,河南,南阳,47168,12102,35066
阿莫西林,20230101-20231101,河南,周口,39632,8381,31251
阿莫西林,20230101-20231101,河南,商丘,42497,9647,32850
阿莫西林,20230101-20231101,河南,安阳,36753,9204,27549
阿莫西林,20230101-20231101,河南,平顶山,39138,8908,30230
阿莫西林,20230101-20231101,河南,开封,33153,8656,24497
阿莫西林,20230101-20231101,河南,新乡,47383,12399,34984
阿莫西林,20230101-20231101,河南,河南,266848,31610,235238
阿莫西林,20230101-20231101,河南,洛阳,52380,15337,37043
阿莫西林,20230101-20231101,河南,济源,14797,2009,12788
阿莫西林,20230101-20231101,河南,漯河,27692,6306,21386
阿莫西林,20230101-20231101,河南,濮阳,28282,5429,22853
阿莫西林,20230101-20231101,河南,焦作,33534,9333,24201
阿莫西林,20230101-20231101,河南,许昌,33480,9457,24023
阿莫西林,20230101-20231101,河南,郑州,116401,23895,92506
阿莫西林,20230101-20231101,河南,驻马店,34396,7789,26607
阿莫西林,20230101-20231101,河南,鹤壁,23139,4317,18822
阿莫西林,20230101-20231101,浙江,丽水,27444,7293,20151
阿莫西林,20230101-20231101,浙江,台州,42626,15469,27157
阿莫西林,20230101-20231101,浙江,嘉兴,46312,16087,30225
阿莫西林,20230101-20231101,浙江,宁波,64602,18901,45701
阿莫西林,20230101-20231101,浙江,杭州,120920,27442,93478
阿莫西林,20230101-20231101,浙江,浙江,231103,39588,191515
阿莫西林,20230101-20231101,浙江,温州,63575,19526,44049
阿莫西林,20230101-20231101,浙江,湖州,31158,9959,21199
阿莫西林,20230101-20231101,浙江,绍兴,38744,12371,26373
阿莫西林,20230101-20231101,浙江,舟山,19548,4335,15213
阿莫西林,20230101-20231101,浙江,衢州,27156,7154,20002
阿莫西林,20230101-20231101,浙江,金华,45521,16831,28690
阿莫西林,20230101-20231101,海南,万宁,8203,570,7633
阿莫西林,20230101-20231101,海南,三亚,25418,4556,20862
阿莫西林,20230101-20231101,海南,东方,7251,629,6622
阿莫西林,20230101-20231101,海南,临高,6086,399,5687
阿莫西林,20230101-20231101,海南,乐东,7886,399,7487
阿莫西林,20230101-20231101,海南,五指山,1380,228,1152
阿莫西林,20230101-20231101,海南,保亭,1666,285,1381
阿莫西林,20230101-20231101,海南,儋州,17588,2170,15418
阿莫西林,20230101-20231101,海南,定安,1957,346,1611
阿莫西林,20230101-20231101,海南,屯昌,2015,228,1787
阿莫西林,20230101-20231101,海南,文昌,9190,1034,8156
阿莫西林,20230101-20231101,海南,昌江,3736,572,3164
阿莫西林,20230101-20231101,海南,海南,63694,16711,46983
阿莫西林,20230101-20231101,海南,海口,46789,13698,33091
阿莫西林,20230101-20231101,海南,澄迈,13052,2862,10190
阿莫西林,20230101-20231101,海南,琼中,3406,342,3064
阿莫西林,20230101-20231101,海南,琼海,12911,971,11940
阿莫西林,20230101-20231101,海南,白沙,1212,57,1155
阿莫西林,20230101-20231101,海南,陵水,9083,1203,7880
阿莫西林,20230101-20231101,湖北,仙桃,18705,2691,16014
阿莫西林,20230101-20231101,湖北,十堰,26635,6584,20051
阿莫西林,20230101-20231101,湖北,咸宁,24596,5056,19540
阿莫西林,20230101-20231101,湖北,天门,15292,2457,12835
阿莫西林,20230101-20231101,湖北,孝感,30218,7907,22311
阿莫西林,20230101-20231101,湖北,宜昌,34714,10001,24713
阿莫西林,20230101-20231101,湖北,恩施,27082,5341,21741
阿莫西林,20230101-20231101,湖北,武汉,111776,26336,85440
阿莫西林,20230101-20231101,湖北,湖北,181891,30574,151317
阿莫西林,20230101-20231101,湖北,潜江,17472,3157,14315
阿莫西林,20230101-20231101,湖北,神农架,630,57,573
阿莫西林,20230101-20231101,湖北,荆州,31864,8723,23141
阿莫西林,20230101-20231101,湖北,荆门,34813,5819,28994
阿莫西林,20230101-20231101,湖北,襄阳,33427,9793,23634
阿莫西林,20230101-20231101,湖北,鄂州,24665,4482,20183
阿莫西林,20230101-20231101,湖北,随州,22337,4256,18081
阿莫西林,20230101-20231101,湖北,黄冈,32604,7688,24916
阿莫西林,20230101-20231101,湖北,黄石,27675,5964,21711
阿莫西林,20230101-20231101,湖南,娄底,28931,4423,24508
阿莫西林,20230101-20231101,湖南,岳阳,29451,6991,22460
阿莫西林,20230101-20231101,湖南,常德,30590,7102,23488
阿莫西林,20230101-20231101,湖南,张家界,19374,2524,16850
阿莫西林,20230101-20231101,湖南,怀化,26130,4976,21154
阿莫西林,20230101-20231101,湖南,株洲,30632,8564,22068
阿莫西林,20230101-20231101,湖南,永州,27034,5758,21276
阿莫西林,20230101-20231101,湖南,湖南,157958,25784,132174
阿莫西林,20230101-20231101,湖南,湘潭,27247,6643,20604
阿莫西林,20230101-20231101,湖南,湘西,21706,3226,18480
阿莫西林,20230101-20231101,湖南,益阳,25375,4895,20480
阿莫西林,20230101-20231101,湖南,衡阳,33979,8504,25475
阿莫西林,20230101-20231101,湖南,邵阳,29156,7178,21978
阿莫西林,20230101-20231101,湖南,郴州,27768,6402,21366
阿莫西林,20230101-20231101,湖南,长沙,96649,21962,74687
阿莫西林,20230101-20231101,澳门,澳门,12364,2178,10186
阿莫西林,20230101-20231101,甘肃,临夏,17274,800,16474
阿莫西林,20230101-20231101,甘肃,兰州,50215,13295,36920
阿莫西林,20230101-20231101,甘肃,嘉峪关,8554,743,7811
阿莫西林,20230101-20231101,甘肃,天水,22635,2461,20174
阿莫西林,20230101-20231101,甘肃,定西,19779,1205,18574
阿莫西林,20230101-20231101,甘肃,平凉,18496,1545,16951
阿莫西林,20230101-20231101,甘肃,庆阳,19719,1380,18339
阿莫西林,20230101-20231101,甘肃,张掖,18926,2428,16498
阿莫西林,20230101-20231101,甘肃,武威,17242,1140,16102
阿莫西林,20230101-20231101,甘肃,甘南,7447,401,7046
阿莫西林,20230101-20231101,甘肃,甘肃,79884,16737,63147
阿莫西林,20230101-20231101,甘肃,白银,17428,1146,16282
阿莫西林,20230101-20231101,甘肃,酒泉,18985,2585,16400
阿莫西林,20230101-20231101,甘肃,金昌,15396,1028,14368
阿莫西林,20230101-20231101,甘肃,陇南,19190,1028,18162
阿莫西林,20230101-20231101,福建,三明,26273,5653,20620
阿莫西林,20230101-20231101,福建,南平,25825,4963,20862
阿莫西林,20230101-20231101,福建,厦门,62758,19736,43022
阿莫西林,20230101-20231101,福建,宁德,29540,7310,22230
阿莫西林,20230101-20231101,福建,泉州,61058,16732,44326
阿莫西林,20230101-20231101,福建,漳州,39593,9318,30275
阿莫西林,20230101-20231101,福建,福州,73573,19387,54186
阿莫西林,20230101-20231101,福建,福建,157105,27275,129830
阿莫西林,20230101-20231101,福建,莆田,31217,9305,21912
阿莫西林,20230101-20231101,福建,龙岩,26431,5522,20909
阿莫西林,20230101-20231101,西藏,山南,4662,631,4031
阿莫西林,20230101-20231101,西藏,拉萨,20847,2756,18091
阿莫西林,20230101-20231101,西藏,日喀则,7321,171,7150
阿莫西林,20230101-20231101,西藏,昌都,6618,572,6046
阿莫西林,20230101-20231101,西藏,林芝,7084,513,6571
阿莫西林,20230101-20231101,西藏,西藏,26854,4832,22022
阿莫西林,20230101-20231101,西藏,那曲,2810,228,2582
阿莫西林,20230101-20231101,西藏,阿里,2011,285,1726
阿莫西林,20230101-20231101,贵州,六盘水,19717,1789,17928
阿莫西林,20230101-20231101,贵州,安顺,23915,2410,21505
阿莫西林,20230101-20231101,贵州,毕节,23350,2750,20600
阿莫西林,20230101-20231101,贵州,贵州,88115,18469,69646
阿莫西林,20230101-20231101,贵州,贵阳,54441,14422,40019
阿莫西林,20230101-20231101,贵州,遵义,34327,6467,27860
阿莫西林,20230101-20231101,贵州,铜仁,22942,3560,19382
阿莫西林,20230101-20231101,贵州,黔东南,23771,3627,20144
阿莫西林,20230101-20231101,贵州,黔南,25997,3786,22211
阿莫西林,20230101-20231101,贵州,黔西南,18493,2577,15916
阿莫西林,20230101-20231101,辽宁,丹东,26551,5593,20958
阿莫西林,20230101-20231101,辽宁,大连,66436,18431,48005
阿莫西林,20230101-20231101,辽宁,抚顺,25207,4897,20310
阿莫西林,20230101-20231101,辽宁,朝阳,24167,2931,21236
阿莫西林,20230101-20231101,辽宁,本溪,24157,3890,20267
阿莫西林,20230101-20231101,辽宁,沈阳,80225,19153,61072
阿莫西林,20230101-20231101,辽宁,盘锦,24248,4597,19651
阿莫西林,20230101-20231101,辽宁,营口,24353,3796,20557
阿莫西林,20230101-20231101,辽宁,葫芦岛,23780,2978,20802
阿莫西林,20230101-20231101,辽宁,辽宁,161825,24433,137392
阿莫西林,20230101-20231101,辽宁,辽阳,22260,2935,19325
阿莫西林,20230101-20231101,辽宁,铁岭,25776,3737,22039
阿莫西林,20230101-20231101,辽宁,锦州,28427,5637,22790
